IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
104.16.152.114,4,4,0.00,8.01,0.00
104.17.175.250,4,4,0.00,8.01,0.00
104.17.180.113,4,4,0.00,8.01,0.00
104.16.149.166,4,4,0.00,8.02,0.00
104.17.189.222,4,4,0.00,8.02,0.00
104.16.196.151,4,4,0.00,8.02,0.00
104.17.191.219,4,4,0.00,8.03,0.00
104.16.150.207,4,4,0.00,8.03,0.00
104.16.144.142,4,4,0.00,8.03,0.00
104.16.158.132,4,4,0.00,8.04,0.00
104.16.249.132,4,4,0.00,8.04,0.00
104.17.181.227,4,4,0.00,8.04,0.00
104.17.158.215,4,4,0.00,8.04,0.00
104.17.161.130,4,4,0.00,8.04,0.00
104.16.245.169,4,4,0.00,8.04,0.00
104.17.174.213,4,4,0.00,8.05,0.00
104.17.151.148,4,4,0.00,8.05,0.00
104.16.144.236,4,4,0.00,8.05,0.00
104.16.248.187,4,4,0.00,8.05,0.00
104.16.153.123,4,4,0.00,8.07,0.00
104.17.165.250,4,4,0.00,8.07,0.00
104.16.146.226,4,4,0.00,8.07,0.00
104.17.125.219,4,4,0.00,8.07,0.00
104.17.156.129,4,4,0.00,8.08,0.00
104.18.91.244,4,4,0.00,8.08,0.00
104.17.154.197,4,4,0.00,8.09,0.00
104.17.220.154,4,4,0.00,8.09,0.00
104.17.149.136,4,4,0.00,8.10,0.00
104.19.149.225,4,4,0.00,8.10,0.00
104.16.203.163,4,4,0.00,8.10,0.00
104.17.162.206,4,4,0.00,8.10,0.00
104.17.188.130,4,4,0.00,8.10,0.00
172.64.155.176,4,4,0.00,8.11,0.00
104.17.168.151,4,4,0.00,8.11,0.00
172.64.159.216,4,4,0.00,8.11,0.00
104.17.181.111,4,4,0.00,8.11,0.00
172.64.157.201,4,4,0.00,8.12,0.00
104.17.223.187,4,4,0.00,8.12,0.00
104.17.182.112,4,4,0.00,8.12,0.00
104.16.208.235,4,4,0.00,8.13,0.00
104.16.150.111,4,4,0.00,8.13,0.00
172.64.229.216,4,4,0.00,8.14,0.00
104.16.201.241,4,4,0.00,8.14,0.00
104.17.120.124,4,4,0.00,8.15,0.00
104.17.183.182,4,4,0.00,8.15,0.00
172.64.145.240,4,4,0.00,8.15,0.00
104.16.196.231,4,4,0.00,8.15,0.00
104.17.113.123,4,4,0.00,8.15,0.00
104.17.147.161,4,4,0.00,8.16,0.00
104.16.147.245,4,4,0.00,8.16,0.00
104.17.182.188,4,4,0.00,8.16,0.00
104.19.144.221,4,4,0.00,8.16,0.00
104.16.147.205,4,4,0.00,8.18,0.00
104.16.192.128,4,4,0.00,8.18,0.00
104.17.149.219,4,4,0.00,8.19,0.00
104.17.222.108,4,4,0.00,8.19,0.00
104.17.155.127,4,4,0.00,8.20,0.00
104.16.201.23,4,4,0.00,8.20,0.00
104.18.82.221,4,4,0.00,8.22,0.00
104.19.148.214,4,4,0.00,8.23,0.00
104.16.201.200,4,4,0.00,8.23,0.00
104.16.144.126,4,4,0.00,8.23,0.00
104.17.213.218,4,4,0.00,8.24,0.00
104.17.219.124,4,4,0.00,8.24,0.00
104.16.243.218,4,4,0.00,8.25,0.00
104.17.146.108,4,4,0.00,8.25,0.00
104.16.155.172,4,4,0.00,8.26,0.00
104.17.115.103,4,4,0.00,8.27,0.00
104.19.158.255,4,4,0.00,8.27,0.00
104.16.146.178,4,4,0.00,8.28,0.00
198.41.212.203,4,4,0.00,8.29,0.00
104.16.151.214,4,4,0.00,8.29,0.00
198.41.220.101,4,4,0.00,8.31,0.00
104.16.153.169,4,4,0.00,8.31,0.00
104.16.151.135,4,4,0.00,8.31,0.00
104.16.202.227,4,4,0.00,8.32,0.00
104.19.157.136,4,4,0.00,8.32,0.00
104.17.215.214,4,4,0.00,8.33,0.00
104.17.124.165,4,4,0.00,8.33,0.00
104.16.155.185,4,4,0.00,8.33,0.00
172.64.150.193,4,4,0.00,8.34,0.00
104.17.173.102,4,4,0.00,8.34,0.00
198.41.221.139,4,4,0.00,8.34,0.00
172.64.228.191,4,4,0.00,8.35,0.00
104.17.166.180,4,4,0.00,8.35,0.00
104.17.222.215,4,4,0.00,8.35,0.00
104.16.241.161,4,4,0.00,8.36,0.00
104.17.149.122,4,4,0.00,8.37,0.00
104.16.144.129,4,4,0.00,8.38,0.00
104.16.199.140,4,4,0.00,8.39,0.00
104.17.160.151,4,4,0.00,8.39,0.00
104.16.156.226,4,4,0.00,8.40,0.00
104.16.243.144,4,4,0.00,8.41,0.00
104.16.159.253,4,4,0.00,8.42,0.00
104.18.42.136,4,4,0.00,8.44,0.00
104.17.183.145,4,4,0.00,8.44,0.00
104.16.146.206,4,4,0.00,8.45,0.00
104.17.166.149,4,4,0.00,8.46,0.00
104.16.144.135,4,4,0.00,8.46,0.00
104.17.218.185,4,4,0.00,8.46,0.00
104.16.159.207,4,4,0.00,8.47,0.00
104.17.221.203,4,4,0.00,8.47,0.00
172.64.146.215,4,4,0.00,8.48,0.00
172.64.144.104,4,4,0.00,8.48,0.00
104.16.146.141,4,4,0.00,8.49,0.00
104.17.111.167,4,4,0.00,8.50,0.00
104.16.201.166,4,4,0.00,8.50,0.00
104.16.249.126,4,4,0.00,8.51,0.00
104.16.207.132,4,4,0.00,8.51,0.00
104.17.169.206,4,4,0.00,8.52,0.00
104.18.47.176,4,4,0.00,8.53,0.00
104.18.82.173,4,4,0.00,8.54,0.00
104.16.148.116,4,4,0.00,8.54,0.00
104.16.154.184,4,4,0.00,8.54,0.00
104.16.154.108,4,4,0.00,8.55,0.00
104.17.161.251,4,4,0.00,8.56,0.00
104.17.153.101,4,4,0.00,8.56,0.00
104.17.151.204,4,4,0.00,8.57,0.00
104.17.174.209,4,4,0.00,8.57,0.00
104.17.148.205,4,4,0.00,8.58,0.00
104.19.146.139,4,4,0.00,8.59,0.00
104.17.155.199,4,4,0.00,8.60,0.00
172.64.144.250,4,4,0.00,8.61,0.00
104.17.222.232,4,4,0.00,8.62,0.00
104.17.147.129,4,4,0.00,8.63,0.00
104.16.147.215,4,4,0.00,8.63,0.00
104.17.119.229,4,4,0.00,8.63,0.00
104.18.91.121,4,4,0.00,8.63,0.00
104.17.223.208,4,4,0.00,8.64,0.00
104.17.119.251,4,4,0.00,8.64,0.00
172.64.229.176,4,4,0.00,8.64,0.00
104.19.146.130,4,4,0.00,8.64,0.00
172.64.144.206,4,4,0.00,8.65,0.00
104.16.144.234,4,4,0.00,8.65,0.00
104.17.165.201,4,4,0.00,8.65,0.00
104.17.146.244,4,4,0.00,8.66,0.00
104.17.208.194,4,4,0.00,8.67,0.00
104.17.160.197,4,4,0.00,8.67,0.00
104.17.189.214,4,4,0.00,8.67,0.00
104.16.199.138,4,4,0.00,8.67,0.00
104.17.121.178,4,4,0.00,8.68,0.00
172.64.157.164,4,4,0.00,8.68,0.00
104.18.87.179,4,4,0.00,8.68,0.00
104.16.146.159,4,4,0.00,8.68,0.00
104.16.145.232,4,4,0.00,8.70,0.00
198.41.212.222,4,4,0.00,8.70,0.00
104.19.157.113,4,4,0.00,8.70,0.00
104.17.216.118,4,4,0.00,8.70,0.00
104.18.47.134,4,4,0.00,8.71,0.00
104.18.86.183,4,4,0.00,8.71,0.00
104.18.86.160,4,4,0.00,8.71,0.00
104.16.146.174,4,4,0.00,8.71,0.00
104.18.95.189,4,4,0.00,8.71,0.00
104.16.194.145,4,4,0.00,8.71,0.00
104.16.152.109,4,4,0.00,8.72,0.00
104.17.175.5,4,4,0.00,8.72,0.00
104.17.184.137,4,4,0.00,8.74,0.00
104.17.148.247,4,4,0.00,8.74,0.00
104.17.154.220,4,4,0.00,8.74,0.00
104.16.146.201,4,4,0.00,8.74,0.00
104.18.33.226,4,4,0.00,8.77,0.00
104.17.212.109,4,4,0.00,8.78,0.00
104.17.156.131,4,4,0.00,8.78,0.00
104.17.158.156,4,4,0.00,8.78,0.00
104.17.149.227,4,4,0.00,8.79,0.00
104.17.149.168,4,4,0.00,8.79,0.00
104.16.201.231,4,4,0.00,8.80,0.00
104.16.203.173,4,4,0.00,8.80,0.00
104.17.120.111,4,4,0.00,8.80,0.00
104.17.182.171,4,4,0.00,8.81,0.00
104.18.83.249,4,4,0.00,8.81,0.00
172.64.157.120,4,4,0.00,8.81,0.00
104.16.203.191,4,4,0.00,8.82,0.00
104.17.155.104,4,4,0.00,8.83,0.00
104.18.39.159,4,4,0.00,8.83,0.00
104.18.40.192,4,4,0.00,8.83,0.00
172.64.228.253,4,4,0.00,8.83,0.00
104.17.121.107,4,4,0.00,8.84,0.00
104.16.146.241,4,4,0.00,8.85,0.00
104.17.165.181,4,4,0.00,8.87,0.00
104.18.42.164,4,4,0.00,8.88,0.00
104.19.157.217,4,4,0.00,8.89,0.00
104.17.170.181,4,4,0.00,8.89,0.00
172.64.154.144,4,4,0.00,8.90,0.00
104.16.207.161,4,4,0.00,8.90,0.00
104.19.147.111,4,4,0.00,8.90,0.00
104.16.207.186,4,4,0.00,8.90,0.00
104.18.45.137,4,4,0.00,8.90,0.00
104.19.147.183,4,4,0.00,8.90,0.00
104.16.196.180,4,4,0.00,8.91,0.00
104.17.182.216,4,4,0.00,8.91,0.00
104.16.158.196,4,4,0.00,8.91,0.00
104.19.159.162,4,4,0.00,8.92,0.00
104.18.40.161,4,4,0.00,8.93,0.00
198.41.220.144,4,4,0.00,8.95,0.00
198.41.209.127,4,4,0.00,8.95,0.00
104.18.45.219,4,4,0.00,8.95,0.00
104.17.183.143,4,4,0.00,8.96,0.00
104.16.245.226,4,4,0.00,8.96,0.00
104.18.46.159,4,4,0.00,8.98,0.00
104.17.215.239,4,4,0.00,8.99,0.00
172.64.152.199,4,4,0.00,9.01,0.00
104.16.155.163,4,4,0.00,9.04,0.00
104.17.114.241,4,4,0.00,9.04,0.00
172.64.145.143,4,4,0.00,9.04,0.00
104.16.157.177,4,4,0.00,9.04,0.00
104.17.191.174,4,4,0.00,9.05,0.00
104.16.207.243,4,4,0.00,9.05,0.00
198.41.212.147,4,4,0.00,9.06,0.00
104.17.149.224,4,4,0.00,9.06,0.00
104.17.122.195,4,4,0.00,9.06,0.00
104.16.150.175,4,4,0.00,9.08,0.00
104.18.40.255,4,4,0.00,9.09,0.00
104.17.217.131,4,4,0.00,9.09,0.00
104.16.157.196,4,4,0.00,9.10,0.00
104.17.161.129,4,4,0.00,9.11,0.00
104.16.159.137,4,4,0.00,9.12,0.00
104.18.45.209,4,4,0.00,9.14,0.00
172.64.156.173,4,4,0.00,9.15,0.00
104.17.122.231,4,4,0.00,9.15,0.00
104.16.198.191,4,4,0.00,9.17,0.00
104.16.196.127,4,4,0.00,9.18,0.00
104.16.159.139,4,4,0.00,9.19,0.00
104.18.46.150,4,4,0.00,9.19,0.00
172.64.147.220,4,4,0.00,9.20,0.00
172.64.155.186,4,4,0.00,9.20,0.00
104.16.149.107,4,4,0.00,9.21,0.00
104.17.174.149,4,4,0.00,9.22,0.00
104.17.174.200,4,4,0.00,9.22,0.00
104.17.174.234,4,4,0.00,9.22,0.00
104.17.156.205,4,4,0.00,9.24,0.00
104.17.119.223,4,4,0.00,9.24,0.00
104.17.146.124,4,4,0.00,9.26,0.00
104.16.146.238,4,4,0.00,9.27,0.00
104.18.46.212,4,4,0.00,9.27,0.00
104.18.88.160,4,4,0.00,9.27,0.00
104.16.150.149,4,4,0.00,9.29,0.00
104.16.203.185,4,4,0.00,9.29,0.00
104.17.169.223,4,4,0.00,9.29,0.00
104.16.144.144,4,4,0.00,9.30,0.00
104.16.150.150,4,4,0.00,9.30,0.00
104.17.168.218,4,4,0.00,9.30,0.00
104.16.194.147,4,4,0.00,9.31,0.00
104.17.110.231,4,4,0.00,9.32,0.00
104.16.144.250,4,4,0.00,9.32,0.00
172.64.156.232,4,4,0.00,9.32,0.00
104.17.189.103,4,4,0.00,9.33,0.00
104.19.154.219,4,4,0.00,9.33,0.00
104.16.146.139,4,4,0.00,9.36,0.00
104.18.87.170,4,4,0.00,9.39,0.00
104.17.191.178,4,4,0.00,9.40,0.00
104.16.247.226,4,4,0.00,9.40,0.00
198.41.220.209,4,4,0.00,9.41,0.00
172.64.228.134,4,4,0.00,9.41,0.00
104.16.198.238,4,4,0.00,9.41,0.00
172.64.145.105,4,4,0.00,9.43,0.00
104.18.86.101,4,4,0.00,9.44,0.00
104.17.145.253,4,4,0.00,9.44,0.00
104.17.185.247,4,4,0.00,9.46,0.00
104.17.119.125,4,4,0.00,9.46,0.00
104.16.147.235,4,4,0.00,9.47,0.00
104.18.46.117,4,4,0.00,9.47,0.00
198.41.208.169,4,4,0.00,9.48,0.00
104.16.196.204,4,4,0.00,9.48,0.00
104.17.117.213,4,4,0.00,9.48,0.00
104.16.146.188,4,4,0.00,9.50,0.00
104.16.151.194,4,4,0.00,9.51,0.00
104.16.149.119,4,4,0.00,9.52,0.00
104.16.196.121,4,4,0.00,9.53,0.00
104.16.144.231,4,4,0.00,9.54,0.00
104.17.182.180,4,4,0.00,9.54,0.00
172.64.156.120,4,4,0.00,9.54,0.00
104.18.83.253,4,4,0.00,9.57,0.00
172.64.229.180,4,4,0.00,9.61,0.00
104.16.193.201,4,4,0.00,9.62,0.00
104.16.144.176,4,4,0.00,9.65,0.00
104.16.149.218,4,4,0.00,9.66,0.00
104.16.147.187,4,4,0.00,9.67,0.00
104.16.196.113,4,4,0.00,9.67,0.00
104.17.148.104,4,4,0.00,9.67,0.00
104.18.45.149,4,4,0.00,9.69,0.00
198.41.212.141,4,4,0.00,9.70,0.00
104.16.145.251,4,4,0.00,9.72,0.00
104.17.155.174,4,4,0.00,9.73,0.00
104.18.42.233,4,4,0.00,9.73,0.00
104.18.89.187,4,4,0.00,9.74,0.00
104.18.46.135,4,4,0.00,9.74,0.00
104.18.44.216,4,4,0.00,9.74,0.00
104.17.112.108,4,4,0.00,9.74,0.00
104.18.43.160,4,4,0.00,9.75,0.00
104.17.214.111,4,4,0.00,9.75,0.00
172.64.157.157,4,4,0.00,9.75,0.00
104.16.146.117,4,4,0.00,9.77,0.00
198.41.221.248,4,4,0.00,9.79,0.00
104.18.84.208,4,4,0.00,9.79,0.00
104.16.158.205,4,4,0.00,9.80,0.00
104.17.120.198,4,4,0.00,9.82,0.00
172.64.155.129,4,4,0.00,9.85,0.00
104.17.211.212,4,4,0.00,9.86,0.00
104.17.127.102,4,4,0.00,9.88,0.00
104.16.151.133,4,4,0.00,9.89,0.00
104.16.207.111,4,4,0.00,9.90,0.00
104.17.127.251,4,4,0.00,9.93,0.00
104.18.86.199,4,4,0.00,9.95,0.00
104.16.146.112,4,4,0.00,9.98,0.00
104.17.217.107,4,4,0.00,9.99,0.00
104.17.208.235,4,4,0.00,9.99,0.00
104.16.193.188,4,4,0.00,10.02,0.00
104.16.194.188,4,4,0.00,10.03,0.00
198.41.209.131,4,4,0.00,10.04,0.00
104.18.45.212,4,4,0.00,10.05,0.00
104.18.45.213,4,4,0.00,10.09,0.00
104.16.144.196,4,4,0.00,10.12,0.00
104.17.183.205,4,4,0.00,10.15,0.00
104.16.199.169,4,4,0.00,10.18,0.00
104.18.33.196,4,4,0.00,10.22,0.00
104.18.89.246,4,4,0.00,10.23,0.00
104.18.44.147,4,4,0.00,10.23,0.00
198.41.208.251,4,4,0.00,10.26,0.00
104.17.118.245,4,4,0.00,10.29,0.00
104.16.198.245,4,4,0.00,10.30,0.00
104.17.184.173,4,4,0.00,10.31,0.00
104.17.173.200,4,4,0.00,10.32,0.00
104.18.43.144,4,4,0.00,10.35,0.00
104.16.144.107,4,4,0.00,10.44,0.00
104.18.46.161,4,4,0.00,10.47,0.00
104.19.157.173,4,4,0.00,10.58,0.00
104.19.149.161,4,4,0.00,10.66,0.00
104.16.151.215,4,4,0.00,10.69,0.00
104.18.33.168,4,4,0.00,10.73,0.00
172.64.144.103,4,4,0.00,10.73,0.00
104.16.150.156,4,4,0.00,10.88,0.00
104.17.153.158,4,4,0.00,11.01,0.00
104.17.152.172,4,4,0.00,11.02,0.00
104.16.158.101,4,4,0.00,11.02,0.00
104.17.173.167,4,4,0.00,11.06,0.00
172.64.154.111,4,4,0.00,11.47,0.00
104.17.163.149,4,4,0.00,11.52,0.00
104.16.158.159,4,4,0.00,11.56,0.00
104.16.244.236,4,4,0.00,11.58,0.00
104.18.39.153,4,4,0.00,11.83,0.00
104.18.83.199,4,4,0.00,12.01,0.00
172.64.160.59,4,4,0.00,12.92,0.00
104.16.158.222,4,4,0.00,13.57,0.00
104.16.158.149,4,4,0.00,13.85,0.00
104.16.201.236,4,4,0.00,15.94,0.00
198.41.209.191,4,4,0.00,24.35,0.00
